|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE
498|HumanResources|vJobCandidateEducation|Edu.GPAScale|9|nvarchar
499|HumanResources|vJobCandidateEducation|Edu.School|10|nvarchar
500|HumanResources|vJobCandidateEducation|Edu.Loc.CountryRegion|11|nvarchar
501|HumanResources|vJobCandidateEducation|Edu.Loc.State|12|nvarchar
502|HumanResources|vJobCandidateEducation|Edu.Loc.City|13|nvarchar
503|HumanResources|vJobCandidateEmployment|JobCandidateID|1|int
504|HumanResources|vJobCandidateEmployment|Emp.StartDate|2|datetime
505|HumanResources|vJobCandidateEmployment|Emp.EndDate|3|datetime
506|HumanResources|vJobCandidateEmployment|Emp.OrgName|4|nvarchar
507|HumanResources|vJobCandidateEmployment|Emp.JobTitle|5|nvarchar
508|HumanResources|vJobCandidateEmployment|Emp.Responsibility|6|nvarchar
509|HumanResources|vJobCandidateEmployment|Emp.FunctionCategory|7|nvarchar
510|HumanResources|vJobCandidateEmployment|Emp.IndustryCategory|8|nvarchar
511|HumanResources|vJobCandidateEmployment|Emp.Loc.CountryRegion|9|nvarchar
512|HumanResources|vJobCandidateEmployment|Emp.Loc.State|10|nvarchar
513|HumanResources|vJobCandidateEmployment|Emp.Loc.City|11|nvarchar
514|HumanResources|vJobCandidate|JobCandidateID|1|int
515|HumanResources|vJobCandidate|BusinessEntityID|2|int
516|HumanResources|vJobCandidate|Name.Prefix|3|nvarchar
517|HumanResources|vJobCandidate|Name.First|4|nvarchar
518|HumanResources|vJobCandidate|Name.Middle|5|nvarchar
519|HumanResources|vJobCandidate|Name.Last|6|nvarchar
520|HumanResources|vJobCandidate|Name.Suffix|7|nvarchar
521|HumanResources|vJobCandidate|Skills|8|nvarchar
522|HumanResources|vJobCandidate|Addr.Type|9|nvarchar
523|HumanResources|vJobCandidate|Addr.Loc.CountryRegion|10|nvarchar
524|HumanResources|vJobCandidate|Addr.Loc.State|11|nvarchar
525|HumanResources|vJobCandidate|Addr.Loc.City|12|nvarchar
526|HumanResources|vJobCandidate|Addr.PostalCode|13|nvarchar
527|HumanResources|vJobCandidate|EMail|14|nvarchar
528|HumanResources|vJobCandidate|WebSite|15|nvarchar
529|HumanResources|vJobCandidate|ModifiedDate|16|datetime
530|Sales|vPersonDemographics|BusinessEntityID|1|int
531|Sales|vPersonDemographics|TotalPurchaseYTD|2|money
532|Sales|vPersonDemographics|DateFirstPurchase|3|datetime
533|Sales|vPersonDemographics|BirthDate|4|datetime
534|Sales|vPersonDemographics|MaritalStatus|5|nvarchar
535|Sales|vPersonDemographics|YearlyIncome|6|nvarchar
536|Sales|vPersonDemographics|Gender|7|nvarchar
537|Sales|vPersonDemographics|TotalChildren|8|int
538|Sales|vPersonDemographics|NumberChildrenAtHome|9|int
539|Sales|vPersonDemographics|Education|10|nvarchar
540|Sales|vPersonDemographics|Occupation|11|nvarchar
541|Sales|vPersonDemographics|HomeOwnerFlag|12|bit
542|Sales|vPersonDemographics|NumberCarsOwned|13|int
543|Sales|SalesTerritory|TerritoryID|1|int
544|Sales|SalesTerritory|Name|2|nvarchar
545|Sales|SalesTerritory|CountryRegionCode|3|nvarchar
546|Sales|SalesTerritory|Group|4|nvarchar
547|Sales|SalesTerritory|SalesYTD|5|money
548|Sales|SalesTerritory|SalesLastYear|6|money
549|Sales|SalesTerritory|CostYTD|7|money
550|Sales|SalesTerritory|CostLastYear|8|money
551|Sales|SalesTerritory|rowguid|9|uniqueidentifier
552|Sales|SalesTerritory|ModifiedDate|10|datetime
553|HumanResources|vEmployee|BusinessEntityID|1|int
554|HumanResources|vEmployee|Title|2|nvarchar
555|HumanResources|vEmployee|FirstName|3|nvarchar
556|HumanResources|vEmployee|MiddleName|4|nvarchar
557|HumanResources|vEmployee|LastName|5|nvarchar
558|HumanResources|vEmployee|Suffix|6|nvarchar
559|HumanResources|vEmployee|JobTitle|7|nvarchar
560|HumanResources|vEmployee|PhoneNumber|8|nvarchar
561|HumanResources|vEmployee|PhoneNumberType|9|nvarchar
562|HumanResources|vEmployee|EmailAddress|10|nvarchar
563|HumanResources|vEmployee|EmailPromotion|11|int
564|HumanResources|vEmployee|AddressLine1|12|nvarchar
565|HumanResources|vEmployee|AddressLine2|13|nvarchar
566|HumanResources|vEmployee|City|14|nvarchar
567|HumanResources|vEmployee|StateProvinceName|15|nvarchar
568|HumanResources|vEmployee|PostalCode|16|nvarchar
569|HumanResources|vEmployee|CountryRegionName|17|nvarchar
570|HumanResources|vEmployee|AdditionalContactInfo|18|xml
571|Person|PersonPhone|BusinessEntityID|1|int
572|Person|PersonPhone|PhoneNumber|2|nvarchar
573|Person|PersonPhone|PhoneNumberTypeID|3|int
574|Person|PersonPhone|ModifiedDate|4|datetime
575|Person|vAdditionalContactInfo|BusinessEntityID|1|int
576|Person|vAdditionalContactInfo|FirstName|2|nvarchar
577|Person|vAdditionalContactInfo|MiddleName|3|nvarchar
578|Person|vAdditionalContactInfo|LastName|4|nvarchar
579|Person|vAdditionalContactInfo|TelephoneNumber|5|nvarchar
580|Person|vAdditionalContactInfo|TelephoneSpecialInstructions|6|nvarchar
581|Person|vAdditionalContactInfo|Street|7|nvarchar
582|Person|vAdditionalContactInfo|City|8|nvarchar
583|Person|vAdditionalContactInfo|StateProvince|9|nvarchar
584|Person|vAdditionalContactInfo|PostalCode|10|nvarchar
585|Person|vAdditionalContactInfo|CountryRegion|11|nvarchar
586|Person|vAdditionalContactInfo|HomeAddressSpecialInstructions|12|nvarchar
587|Person|vAdditionalContactInfo|EMailAddress|13|nvarchar
588|Person|vAdditionalContactInfo|EMailSpecialInstructions|14|nvarchar
589|Person|vAdditionalContactInfo|EMailTelephoneNumber|15|nvarchar
590|Person|vAdditionalContactInfo|rowguid|16|uniqueidentifier
591|Person|vAdditionalContactInfo|ModifiedDate|17|datetime
592|Sales|CurrencyRate|CurrencyRateID|1|int
593|Sales|CurrencyRate|CurrencyRateDate|2|datetime
594|Sales|CurrencyRate|FromCurrencyCode|3|nchar
595|Sales|CurrencyRate|ToCurrencyCode|4|nchar
596|Sales|CurrencyRate|AverageRate|5|money
597|Sales|CurrencyRate|EndOfDayRate|6|money
598|Sales|CurrencyRate|ModifiedDate|7|datetime
599|Sales|Customer|CustomerID|1|int
600|Sales|Customer|PersonID|2|int
601|Sales|Customer|StoreID|3|int
602|Sales|Customer|TerritoryID|4|int
603|Sales|Customer|AccountNumber|5|varchar
604|Sales|Customer|rowguid|6|uniqueidentifier
605|Sales|Customer|ModifiedDate|7|datetime
606|HumanResources|Department|DepartmentID|1|smallint
607|HumanResources|Department|Name|2|nvarchar
608|HumanResources|Department|GroupName|3|nvarchar
609|HumanResources|Department|ModifiedDate|4|datetime
610|Production|Document|DocumentNode|1|hierarchyid
611|Production|Document|DocumentLevel|2|smallint
612|Production|Document|Title|3|nvarchar
613|Production|Document|Owner|4|int
614|Production|Document|FolderFlag|5|bit
615|Production|Document|FileName|6|nvarchar
616|Production|Document|FileExtension|7|nvarchar
617|Production|Document|Revision|8|nchar
618|Production|Document|ChangeNumber|9|int
619|Production|Document|Status|10|tinyint
620|Production|Document|DocumentSummary|11|nvarchar
621|Production|Document|Document|12|varbinary
622|Production|Document|rowguid|13|uniqueidentifier
623|Production|Document|ModifiedDate|14|datetime
624|Sales|SalesOrderDetail|SalesOrderID|1|int
625|Sales|SalesOrderDetail|SalesOrderDetailID|2|int
626|Sales|SalesOrderDetail|CarrierTrackingNumber|3|nvarchar
627|Sales|SalesOrderDetail|OrderQty|4|smallint
628|Sales|SalesOrderDetail|ProductID|5|int
629|Sales|SalesOrderDetail|SpecialOfferID|6|int
630|Sales|SalesOrderDetail|UnitPrice|7|money
631|Sales|SalesOrderDetail|UnitPriceDiscount|8|money
632|Sales|SalesOrderDetail|LineTotal|9|numeric
633|Sales|SalesOrderDetail|rowguid|10|uniqueidentifier
634|Sales|SalesOrderDetail|ModifiedDate|11|datetime
635|Person|EmailAddress|BusinessEntityID|1|int
636|Person|EmailAddress|EmailAddressID|2|int
637|Person|EmailAddress|EmailAddress|3|nvarchar
638|Person|EmailAddress|rowguid|4|uniqueidentifier
639|Person|EmailAddress|ModifiedDate|5|datetime
640|HumanResources|Employee|BusinessEntityID|1|int
641|HumanResources|Employee|NationalIDNumber|2|nvarchar
642|HumanResources|Employee|LoginID|3|nvarchar
643|HumanResources|Employee|OrganizationNode|4|hierarchyid
644|HumanResources|Employee|OrganizationLevel|5|smallint
645|HumanResources|Employee|JobTitle|6|nvarchar
646|HumanResources|Employee|BirthDate|7|date
647|HumanResources|Employee|MaritalStatus|8|nchar
648|HumanResources|Employee|Gender|9|nchar
649|HumanResources|Employee|HireDate|10|date
650|HumanResources|Employee|SalariedFlag|11|bit
651|HumanResources|Employee|VacationHours|12|smallint
652|HumanResources|Employee|SickLeaveHours|13|smallint
653|HumanResources|Employee|CurrentFlag|14|bit
654|HumanResources|Employee|rowguid|15|uniqueidentifier
655|HumanResources|Employee|ModifiedDate|16|datetime
656|Sales|SalesOrderHeader|SalesOrderID|1|int
657|Sales|SalesOrderHeader|RevisionNumber|2|tinyint
658|Sales|SalesOrderHeader|OrderDate|3|datetime
659|Sales|SalesOrderHeader|DueDate|4|datetime
660|Sales|SalesOrderHeader|ShipDate|5|datetime
661|Sales|SalesOrderHeader|Status|6|tinyint
662|Sales|SalesOrderHeader|OnlineOrderFlag|7|bit
663|Sales|SalesOrderHeader|SalesOrderNumber|8|nvarchar
664|Sales|SalesOrderHeader|PurchaseOrderNumber|9|nvarchar
665|Sales|SalesOrderHeader|AccountNumber|10|nvarchar
666|Sales|SalesOrderHeader|CustomerID|11|int
667|Sales|SalesOrderHeader|SalesPersonID|12|int
668|Sales|SalesOrderHeader|TerritoryID|13|int
669|Sales|SalesOrderHeader|BillToAddressID|14|int
670|Sales|SalesOrderHeader|ShipToAddressID|15|int
671|Sales|SalesOrderHeader|ShipMethodID|16|int
672|Sales|SalesOrderHeader|CreditCardID|17|int
673|Sales|SalesOrderHeader|CreditCardApprovalCode|18|varchar
674|Sales|SalesOrderHeader|CurrencyRateID|19|int
675|Sales|SalesOrderHeader|SubTotal|20|money
676|Sales|SalesOrderHeader|TaxAmt|21|money
677|Sales|SalesOrderHeader|Freight|22|money
678|Sales|SalesOrderHeader|TotalDue|23|money
679|Sales|SalesOrderHeader|Comment|24|nvarchar
680|Sales|SalesOrderHeader|rowguid|25|uniqueidentifier
681|Sales|SalesOrderHeader|ModifiedDate|26|datetime
682|HumanResources|EmployeeDepartmentHistory|BusinessEntityID|1|int
683|HumanResources|EmployeeDepartmentHistory|DepartmentID|2|smallint
684|HumanResources|EmployeeDepartmentHistory|ShiftID|3|tinyint
685|HumanResources|EmployeeDepartmentHistory|StartDate|4|date
686|HumanResources|EmployeeDepartmentHistory|EndDate|5|date
687|HumanResources|EmployeeDepartmentHistory|ModifiedDate|6|datetime
688|HumanResources|EmployeePayHistory|BusinessEntityID|1|int
689|HumanResources|EmployeePayHistory|RateChangeDate|2|datetime
690|HumanResources|EmployeePayHistory|Rate|3|money
691|HumanResources|EmployeePayHistory|PayFrequency|4|tinyint
692|HumanResources|EmployeePayHistory|ModifiedDate|5|datetime
693|Sales|SalesOrderHeaderSalesReason|SalesOrderID|1|int
694|Sales|SalesOrderHeaderSalesReason|SalesReasonID|2|int
695|Sales|SalesOrderHeaderSalesReason|ModifiedDate|3|datetime
696|Sales|SalesPerson|BusinessEntityID|1|int
697|Sales|SalesPerson|TerritoryID|2|int
698|Sales|SalesPerson|SalesQuota|3|money
699|Sales|SalesPerson|Bonus|4|money
700|Sales|SalesPerson|CommissionPct|5|smallmoney
701|Sales|SalesPerson|SalesYTD|6|money
702|Sales|SalesPerson|SalesLastYear|7|money
703|Sales|SalesPerson|rowguid|8|uniqueidentifier
704|Sales|SalesPerson|ModifiedDate|9|datetime
705|Production|Illustration|IllustrationID|1|int
706|Production|Illustration|Diagram|2|xml
707|Production|Illustration|ModifiedDate|3|datetime
708|HumanResources|JobCandidate|JobCandidateID|1|int
709|HumanResources|JobCandidate|BusinessEntityID|2|int
710|HumanResources|JobCandidate|Resume|3|xml
711|HumanResources|JobCandidate|ModifiedDate|4|datetime
712|Production|Location|LocationID|1|smallint
713|Production|Location|Name|2|nvarchar
714|Production|Location|CostRate|3|smallmoney
715|Production|Location|Availability|4|decimal
716|Production|Location|ModifiedDate|5|datetime
717|Person|Password|BusinessEntityID|1|int
718|Person|Password|PasswordHash|2|varchar
719|Person|Password|PasswordSalt|3|varchar
720|Person|Password|rowguid|4|uniqueidentifier
721|Person|Password|ModifiedDate|5|datetime
722|Sales|SalesPersonQuotaHistory|BusinessEntityID|1|int
723|Sales|SalesPersonQuotaHistory|QuotaDate|2|datetime
724|Sales|SalesPersonQuotaHistory|SalesQuota|3|money
725|Sales|SalesPersonQuotaHistory|rowguid|4|uniqueidentifier
726|Sales|SalesPersonQuotaHistory|ModifiedDate|5|datetime
727|Person|Person|BusinessEntityID|1|int
728|Person|Person|PersonType|2|nchar
729|Person|Person|NameStyle|3|bit
730|Person|Person|Title|4|nvarchar
731|Person|Person|FirstName|5|nvarchar
732|Person|Person|MiddleName|6|nvarchar
733|Person|Person|LastName|7|nvarchar
734|Person|Person|Suffix|8|nvarchar
735|Person|Person|EmailPromotion|9|int
736|Person|Person|AdditionalContactInfo|10|xml
737|Person|Person|Demographics|11|xml
738|Person|Person|rowguid|12|uniqueidentifier
739|Person|Person|ModifiedDate|13|datetime
740|Sales|SalesReason|SalesReasonID|1|int
741|Sales|SalesReason|Name|2|nvarchar
742|Sales|SalesReason|ReasonType|3|nvarchar
743|Sales|SalesReason|ModifiedDate|4|datetime
